single_line_id,session_id,measurement_id,sample_id,roi_within_measurement,cag_path,cag_path_index,pulse_duration_fs,frequency_kHz,velocity_mm_s,pass_count,pulse_pitch_um,E_line_J_mm,E_line_J,power_W_or_proxy,power_source_note,pixel_size_um,z_step_um,line_scan_direction,line_scan_direction_note,measurement_orientation_theta_deg,orientation_confident,processing_date_or_batch,date_confidence,height_data_type,background_correction_status,plane_a,plane_b,plane_c,plane_rmse_um,sigma_ref_um,valid_mask_status,hatch_spacing_um,replicates,provenance_same_system,provenance_system_note,units_note,mapping_provenance,exclusion_note,geometry_qc,notes
85,zro2_120_line,85,85,single,氧化锆/120组直线.cag,85,223,20,5,5,0.25,5.333,1.0666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.639022414038493,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0042434539597222,0.0199128247671191,21.967571835441834,0.2690912208430114,0.2495213213375979,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
86,zro2_120_line,86,86,single,氧化锆/120组直线.cag,86,1000,5,20,2,4.0,0.5333,0.10666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5487973960132138,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0038666018256313,0.0146902460571158,12.41798018492464,0.2604246634240791,0.2435200394728033,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
87,zro2_120_line,87,87,single,氧化锆/120组直线.cag,87,1000,20,25,2,1.25,0.42664,0.085328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5173926724887679,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0029314192208722,0.016616536287052,12.583763626757891,0.2621681257631063,0.2404902844122367,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
88,zro2_120_line,88,88,single,氧化锆/120组直线.cag,88,4000,20,25,3,1.25,0.63996,0.127992,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4737634254089187,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021182702596934,0.0135033305932794,16.170326534295526,0.230713967963442,0.2141807530336693,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
89,zro2_120_line,89,89,single,氧化锆/120组直线.cag,89,1000,40,25,2,0.625,0.42664,0.085328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.527286322976039,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021239031579806,0.0188764985144493,11.182078095279508,0.3039608682164852,0.2862238559415986,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
90,zro2_120_line,90,90,single,氧化锆/120组直线.cag,90,2000,10,5,4,0.5,4.2664,0.85328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4903939311803071,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0040139997809433,0.0152251451391586,16.902070489564604,0.2960053707987175,0.2733126465457698,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
91,zro2_120_line,91,91,single,氧化锆/120组直线.cag,91,4000,10,25,3,2.5,0.63996,0.127992,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5453450591350304,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0032042605456188,0.018577617082478,14.87808315568415,0.2392710865362395,0.2310136148378204,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
92,zro2_120_line,92,92,single,氧化锆/120组直线.cag,92,223,40,20,3,0.5,0.79995,0.15999000000000002,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4585430967304944,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.003177941468994,0.0169076139003299,13.82476769801318,0.226483305792225,0.2162125583791682,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
93,zro2_120_line,93,93,single,氧化锆/120组直线.cag,93,2000,20,5,3,0.25,3.1998,0.6399600000000001,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5799494689034077,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0038999720045178,0.0209165383877267,13.478857381639363,0.2595870318966537,0.2360759854716717,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
94,zro2_120_line,94,94,single,氧化锆/120组直线.cag,94,1000,40,25,3,0.625,0.63996,0.127992,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4404048587665556,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0030435153915592,0.0144824204827069,16.933678287716333,0.2487239501913228,0.2381311041014838,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
95,zro2_120_line,95,95,single,氧化锆/120组直线.cag,95,4000,2,5,2,2.5,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.6093871923399945,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026114871236892,0.0207473747398926,6.785033792848859,0.2551669500605609,0.2432217813237917,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
96,zro2_120_line,96,96,single,氧化锆/120组直线.cag,96,500,20,10,5,0.5,2.6665,0.5333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.363302412904261,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021464178469278,0.0179190164779476,16.306518802987256,0.2555557166442873,0.2399428506016706,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
97,zro2_120_line,97,97,single,氧化锆/120组直线.cag,97,500,40,15,4,0.375,1.4221333333333335,0.28442666666666666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.448751949441089,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0037976711360784,0.0139728733299806,14.3478670925442,0.3030127383825002,0.2912494295997422,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
98,zro2_120_line,98,98,single,氧化锆/120组直线.cag,98,1000,5,20,5,4.0,1.33325,0.26665,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4930687784844849,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.003046711906274,0.0188842788762192,15.426242075287512,0.2488333336225565,0.2406228623769558,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
99,zro2_120_line,99,99,single,氧化锆/120组直线.cag,99,1000,2,5,4,2.5,4.2664,0.85328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5434354447726832,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0029569817814693,0.0190866450183886,9.826032868014568,0.2371822233359923,0.2233044353965645,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
100,zro2_120_line,100,100,single,氧化锆/120组直线.cag,100,2000,5,20,2,4.0,0.5333,0.10666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4778802270065512,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026085211539673,0.0234554031475853,12.303164117351416,0.2699789398418498,0.2579683755914513,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
101,zro2_120_line,101,101,single,氧化锆/120组直线.cag,101,223,40,10,5,0.25,2.6665,0.5333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4849726908298066,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0032269012754953,0.0155710383532767,19.024120001200632,0.2588939103053693,0.2389643372090665,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
102,zro2_120_line,102,102,single,氧化锆/120组直线.cag,102,4000,20,5,1,0.25,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4427078273833444,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0022072291600333,0.0194610061970683,6.819367335471784,0.2763203963103279,0.2535339790150148,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
103,zro2_120_line,103,103,single,氧化锆/120组直线.cag,103,1000,40,10,4,0.25,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.6062720439395264,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0028303093317365,0.0215657637284227,15.723204710245472,0.292919517607219,0.2765467062189121,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
104,zro2_120_line,104,104,single,氧化锆/120组直线.cag,104,2000,10,15,3,1.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4630740341031014,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0038106741453801,0.010386405362742,14.277695706656328,0.2495759086574663,0.235740990161071,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
105,zro2_120_line,105,105,single,氧化锆/120组直线.cag,105,223,5,20,5,4.0,1.33325,0.26665,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4394628126491966,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0054557853877753,0.0090193467790101,17.426803215250583,0.2864287904711798,0.2688206110903973,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
106,zro2_120_line,106,106,single,氧化锆/120组直线.cag,106,4000,40,20,4,0.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5932409080836862,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026626940858957,0.0219373657119623,18.037664998347967,0.3273964048202991,0.2949103329200911,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
107,zro2_120_line,107,107,single,氧化锆/120组直线.cag,107,1000,40,10,2,0.25,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5646077292240648,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026887950291882,0.0167929321587714,9.004549959130834,0.2797384683591856,0.266712051304267,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
108,zro2_120_line,108,108,single,氧化锆/120组直线.cag,108,500,5,10,3,2.0,1.5999,0.31998000000000004,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4354159815439686,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0025054749920229,0.0195771500899217,12.34028509050854,0.2908380785728416,0.2803329749350476,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
109,zro2_120_line,109,109,single,氧化锆/120组直线.cag,109,2000,2,5,1,2.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4356207230239022,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0020342409054236,0.0191749199445356,8.256318384708022,0.2961586238128801,0.2747523990394826,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
110,zro2_120_line,110,110,single,氧化锆/120组直线.cag,110,4000,20,10,2,0.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5909829512507656,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0017453921634969,0.0147844457173746,15.389823989833866,0.263357543322592,0.2500879644280482,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
111,zro2_120_line,111,111,single,氧化锆/120组直线.cag,111,1000,10,20,1,2.0,0.26665,0.05333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5735726832326975,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,0.0001317791234393,0.0164972872234794,11.895573037003183,0.3031877336314912,0.2832028577781163,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
112,zro2_120_line,112,112,single,氧化锆/120组直线.cag,112,500,5,25,1,5.0,0.21332,0.042664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.6348005138563906,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0006494337678364,0.0197929441628232,11.345172746871564,0.3285383305603791,0.3191015372435273,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
113,zro2_120_line,113,113,single,氧化锆/120组直线.cag,113,2000,40,15,5,0.375,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.6893484223527935,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0011620300282428,0.0154524253974823,19.72014859709849,0.2946109260702392,0.2781314493118078,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
